name,ra_hours,dec_deg,mag,con
Psi Cen,14.342623,-37.885295,4.05,Cen
Rho Lup,14.631454,-49.425828,4.05,Lup
Tau-2 Aqr,22.826528,-13.592632,4.05,Aqr
Omicron-2 Ori,4.939521,13.514466,4.06,Ori
Upsilon Gem,7.598708,26.895741,4.06,Gem
Gamma Crt,11.414702,-17.68401,4.06,Crt
Epsilon Mus,12.292917,-67.960736,4.06,Mus
Zeta Cru,12.307298,-64.003071,4.06,Cru
HIP 72010,14.727624,-35.173655,4.06,Cen
Epsilon-1 Ara,16.993069,-53.160438,4.06,Ara
Syrma,14.266908,-6.000547,4.07,Vir
Lambda Lup,15.147394,-45.279857,4.07,Lup
Beta Cir,15.291917,-58.801208,4.07,Cir
Delta Cep,22.486183,58.415198,4.07,Cep
Zeta And,0.788981,24.267178,4.08,And
Delta Hyi,2.362498,-68.659418,4.08,Hyi
Delta Cet,2.658044,0.328511,4.08,Cet
Tau-3 Eri,3.039863,-23.624472,4.08,Eri
Theta CMa,6.903167,-12.038628,4.08,CMa
HIP 46974,9.574071,-59.229753,4.08,Car
Alkes,10.996244,-18.298783,4.08,Crt
13 Lyr,18.922249,43.946088,4.08,Lyr
Theta Cap,21.099118,-17.232861,4.08,Cap
1 Peg,21.36811,19.804508,4.08,Peg
Phi-2 Ori,5.615108,9.290673,4.09,Ori
Gudja,15.812327,18.141564,4.09,Ser
Titawin,1.613299,41.405459,4.1,And
Theta Per,2.736634,49.228448,4.1,Per
HIP 38164,7.820638,-46.373205,4.1,Pup
Zeta Tel,18.480505,-49.070588,4.1,Tel
Beta CrA,19.167154,-39.340796,4.1,CrA
Iota Eri,2.677781,-39.855375,4.11,Eri
Muliphein,7.062637,-15.633286,4.11,CMa
HIP 42312,8.627399,-42.989081,4.11,Vel
Zhang,9.85797,-14.846603,4.11,Hya
Gamma Cha,10.591166,-78.607786,4.11,Cha
HIP 57439,11.775232,-61.178398,4.11,Cen
Epsilon TrA,15.612,-66.317037,4.11,TrA
Meridiana,19.157869,-37.904474,4.11,CrA
Zeta Gru,23.014677,-52.754137,4.11,Gru
Epsilon Hyi,2.659799,-68.266946,4.12,Hyi
Mu Per,4.248295,48.409331,4.12,Per
Mu Ori,6.039722,9.647276,4.12,Ori
Omicron Vir,12.086817,8.732985,4.12,Vir
Iota Sgr,19.921026,-41.868288,4.12,Sgr
Omega Cap,20.863692,-26.919133,4.12,Cap
Delta-2 Gru,22.495955,-43.749224,4.12,Gru
29 Ori,5.399119,-7.808065,4.13,Ori
Nu Gem,6.482719,20.212133,4.13,Gem
Theta Lib,15.897093,-16.729293,4.13,Lib
Psi Cap,20.76826,-25.270898,4.13,Cap
Beta Oct,22.767692,-81.381615,4.13,Oct
Iota Psc,23.665844,5.626292,4.13,Psc
5 Tau,3.514549,12.936678,4.14,Tau
Merope,3.772104,23.948358,4.14,Tau
Delta Hya,8.627602,5.703782,4.14,Hya
Eta Cru,12.114687,-64.61373,4.14,Cru
Theta CrB,15.548829,31.359133,4.14,CrB
Epsilon CrB,15.959794,26.87788,4.14,CrB
Kappa Peg,21.744092,25.645036,4.14,Peg
1 Lac,22.26616,37.748737,4.14,Lac
Delta Mon,7.197739,-0.492764,4.15,Mon
Rho Her,17.394708,37.145946,4.15,Her
Kappa And,23.673469,44.333932,4.15,And
1 Gem,6.068671,23.263341,4.16,Gem
Rho Gem,7.485195,31.78455,4.16,Gem
44 Oph,17.439504,-24.175309,4.16,Oph
Kappa Cas,0.549997,62.931783,4.17,Cas
HIP 17874,3.824237,-36.20025,4.17,Eri
Ancha,22.280565,-7.78329,4.17,Aqr
Kang,14.214929,-10.273702,4.18,Vir
Xuange,14.273074,46.088305,4.18,Boo
HIP 81304,16.606242,-35.255326,4.18,Sco
Epsilon Cep,22.250544,57.043587,4.18,Cep
Epsilon PsA,22.677594,-27.043617,4.18,PsA
2 Cen,13.824091,-34.450776,4.19,Cen
110 Her,18.761035,20.546308,4.19,Her
32 Ori,5.51307,5.948139,4.2,Ori
11 Pup,7.94765,-22.880119,4.2,Pup
Beta LMi,10.464727,36.707212,4.2,LMi
Sigma Her,16.568384,42.437041,4.2,Her
Xi Peg,22.778216,12.172888,4.2,Peg
Delta PsA,22.932472,-32.539628,4.2,PsA
HIP 16228,3.484482,59.94033,4.21,Cam
Kappa-1 Tau,4.422822,22.293874,4.21,Tau
Epsilon UMi,16.766159,82.037262,4.21,UMi
Theta Cep,20.493015,62.994105,4.21,Cep
Gamma Pav,21.440705,-65.366198,4.21,Pav
16 Per,2.843063,38.318644,4.22,Per
Tau-6 Eri,3.780804,-23.249723,4.22,Eri
HIP 38518,7.888378,-48.102934,4.22,Pup
Theta Lup,16.109874,-36.802288,4.22,Lup
Chi Oph,16.450399,-18.456251,4.22,Oph
Phi Dra,18.345955,71.337814,4.22,Dra
Beta Sct,18.786242,-4.747867,4.22,Sct
Lambda Pav,18.870288,-62.187593,4.22,Pav
Delta-2 Lyr,18.908412,36.898613,4.22,Lyr
52 Cyg,20.761043,30.719715,4.22,Cyg
Sigma Cyg,21.290265,39.394681,4.22,Cyg
Phi Aqr,23.238711,-6.049003,4.22,Aqr
Zeta Tuc,0.334142,-64.874791,4.23,Tuc
Sigma Gem,7.721867,28.88351,4.23,Gem
Beta Com,13.197904,27.878183,4.23,Com
1 Cen,13.761471,-33.043721,4.23,Cen
Tau Vir,14.027443,1.544532,4.23,Vir
Phi Her,16.146162,44.934906,4.23,Her
Beta Aps,16.718126,-77.517435,4.23,Aps
Gamma CrA,19.106971,-37.063437,4.23,CrA
Mu Cep,21.725127,58.780046,4.23,Cep
Pi-2 Cyg,21.779891,49.30957,4.23,Cyg
HIP 5372,1.145613,86.25709,4.24,Cep
Kappa Eri,2.449755,-47.70384,4.24,Eri
Pi Cet,2.735375,-13.858696,4.24,Cet
Beta Cha,12.305812,-79.31224,4.24,Cha
Chara,12.562411,41.35748,4.24,CVn
HIP 80911,16.523037,-34.704366,4.24,Sco
Omicron Ser,17.690243,-12.875307,4.24,Ser
Psi-1 Aqr,23.264859,-9.087737,4.24,Aqr
Kappa Tuc,1.262704,-68.875927,4.25,Tuc
Lambda Per,4.109735,50.351262,4.25,Per
88 Tau,4.594239,10.16079,4.25,Tau
58 Per,4.611508,41.264808,4.25,Per
Lambda Eri,5.15244,-8.754081,4.25,Eri
Alsciaukat,8.380588,43.188131,4.25,Lyn
HIP 62896,12.890607,-40.178872,4.25,Cen
5 UMi,14.458758,75.695993,4.25,UMi
Nu Cep,21.75748,61.120806,4.25,Cep
Phi And,1.158368,47.241792,4.26,And
Torcular,1.756564,9.157736,4.26,Psc
82 G. Eri,3.331944,-43.069784,4.26,Eri
Tau-5 Eri,3.563132,-21.632883,4.26,Eri
Gamma Dor,4.267097,-51.486648,4.26,Dor
Alpha Cam,4.900836,66.342678,4.26,Cam
Acubens,8.974784,11.857701,4.26,Cnc
HIP 86170,17.609121,-38.635308,4.26,Sco
95 Her,18.025113,21.595782,4.26,Her
Kurhah,22.063135,64.627971,4.26,Cep
Epsilon Psc,1.049058,7.890135,4.27,Psc
Mu Cet,2.749039,10.114146,4.27,Cet
Mu Tau,4.258905,8.892357,4.27,Tau
90 Tau,4.635961,12.510838,4.27,Tau
Tau Tau,4.704084,22.956926,4.27,Tau
Xi-2 Cen,13.11518,-49.906246,4.27,Cen
Mu Lup,15.308897,-47.875272,4.27,Lup
Arkab Posterior,19.386976,-44.799778,4.27,Sgr
Gamma-2 Del,20.77764,16.124296,4.27,Del
Theta Psc,23.466138,6.378992,4.27,Psc
Upsilon Tau,4.438461,22.813583,4.28,Tau
HIP 47193,9.618151,81.326382,4.28,Dra
Alpha Ant,10.45253,-31.067779,4.28,Ant
45 Oph,17.455909,-29.867033,4.28,Oph
33 Cyg,20.223288,56.567722,4.28,Cyg
Iota Cap,21.370776,-16.834542,4.28,Cap
Pi-2 Peg,22.166457,33.178224,4.28,Peg
Theta Gru,23.11465,-43.520358,4.28,Gru
10 Tau,3.614551,0.401662,4.29,Tau
Lambda Lep,5.326257,-13.176788,4.29,Lep
HIP 52154,10.655112,-55.603268,4.29,Vel
Beta Hya,11.881813,-33.908124,4.29,Hya
Zeta UMi,15.734299,77.794493,4.29,UMi
Phi Oph,16.518991,-16.612733,4.29,Oph
Iota Aqr,22.107286,-13.869679,4.29,Aqr
Beta PsA,22.52509,-32.346073,4.29,PsA
Iota And,23.63561,43.268073,4.29,And
Alpha Scl,0.976766,-29.357449,4.3,Scl
Xi-2 Cet,2.469317,8.460054,4.3,Cet
Taygeta,3.75347,24.467278,4.3,Tau
HIP 17797,3.809963,-37.620155,4.3,Eri
Delta-3 Tau,4.424828,17.92791,4.3,Tau
Pi Aur,5.998917,45.936736,4.3,Aur
Eta Hya,8.72041,3.398662,4.3,Hya
54 Leo,10.92689,24.749718,4.3,Leo
Upsilon Leo,11.615814,-0.823749,4.3,Leo
HIP 57669,11.828077,-63.788478,4.3,Cen
Eta Crv,12.53451,-16.196007,4.3,Crv
HIP 70069,14.338763,-56.386497,4.3,Cen
Alpha-1 Cap,20.29413,-12.508212,4.3,Cap
HIP 42568,8.676953,-59.761003,4.31,Car
Delta Oct,14.448801,-83.667884,4.31,Oct
Alkalurops,15.408181,37.377167,4.31,Boo
Omega-2 Sco,16.123424,-20.868764,4.31,Sco
71 Aql,20.638967,-1.105121,4.31,Aql
Psi Per,3.608159,48.192634,4.32,Per
54 Eri,4.674031,-19.671493,4.32,Eri
119 Tau,5.536875,18.594234,4.32,Tau
Kappa Aur,6.256304,29.498076,4.32,Aur
12 Hya,8.772927,-13.54772,4.32,Hya
Alterf,9.528675,22.967971,4.32,Leo
Theta-1 Cru,12.050447,-63.31293,4.32,Cru
Diadem,13.166469,17.529431,4.32,Com
3 Cen,13.863779,-32.994089,4.32,Cen
Omicron Lup,14.860641,-43.575359,4.32,Lup
Nu Ser,17.347128,-12.846875,4.32,Ser
Gamma CMi,7.469387,8.92553,4.33,CMi
HIP 62867,12.885258,-48.943315,4.33,Cen
Tau-2 Lup,14.436336,-45.379276,4.33,Lup
Guniibuu,17.255836,-26.602829,4.33,Oph
Pi Pav,18.143,-63.668553,4.33,Pav
Kappa Lyr,18.331031,36.064547,4.33,Lyr
Alula Australis,11.303118,31.528783,4.33,UMa
Pi And,0.61468,33.719344,4.34,And
Epsilon And,0.642602,29.311751,4.34,And
Theta Cas,1.185017,55.149901,4.34,Cas
Delta Dor,5.746223,-65.735526,4.34,Dor
Xi-1 CMa,6.530935,-23.418422,4.34,CMa
Theta Cha,8.344115,-77.484477,4.34,Cha
HIP 45496,9.270024,-57.541473,4.34,Car
HIP 47175,9.613772,-49.355026,4.34,Vel
Upsilon-2 Cen,14.028748,-45.603421,4.34,Cen
Omega Lup,15.634232,-42.567348,4.34,Lup
Sigma Oph,17.441911,4.14036,4.34,Oph
Zeta-1 Lyr,18.746209,37.605115,4.34,Lyr
111 Her,18.783686,18.181519,4.34,Her
9 Peg,21.74186,17.350017,4.34,Peg
5 Lac,22.492173,47.706887,4.34,Lac
Botein,3.193822,19.726677,4.35,Ari
Pi-2 Ori,4.843534,8.900176,4.35,Ori
HIP 31407,6.58294,-52.975607,4.35,Car
15 Lyn,6.954612,58.422759,4.35,Lyn
Epsilon Vol,8.132173,-68.617062,4.35,Vol
Rho Hya,8.807214,5.837812,4.35,Hya
Gamma Com,12.448966,28.268423,4.35,Com
2 Lup,15.297178,-30.148673,4.35,Lup
Yildun,17.536918,86.58646,4.35,UMi
Xi Pav,18.387117,-61.493901,4.35,Pav
Theta Lyr,19.272804,38.133731,4.35,Lyr
Iota PsA,21.749113,-33.025781,4.35,PsA
Beta-1 Tuc,0.525725,-62.958218,4.36,Tuc
Eta Phe,0.722567,-57.46306,4.36,Phe
Xi-1 Cet,2.216665,8.846717,4.36,Cet
Sigma Per,3.509579,47.995216,4.36,Per
37 Tau,4.078253,22.081926,4.36,Tau
Omega Eri,4.881575,-5.452695,4.36,Eri
Kappa Lep,5.220522,-12.941291,4.36,Lep
Gamma Col,5.958947,-35.28328,4.36,Col
Iota CMa,6.935618,-17.054242,4.36,CMa
Zeta Mon,8.143236,-2.983786,4.36,Mon
Chi Cen,14.10077,-41.179633,4.36,Cen
Iota Aql,19.612022,-1.286601,4.36,Aql
30 Psc,0.032672,-6.014072,4.37,Psc
Kappa Col,6.275871,-35.140519,4.37,Col
Tau CMa,7.311802,-24.954375,4.37,CMa
HIP 53773,11.002572,-42.225859,4.37,Vel
102 Her,18.14597,20.814557,4.37,Her
Theta-1 Sgr,19.995605,-35.276305,4.37,Sgr
Theta Vir,13.165831,-5.53901,4.38,Vir
Kappa Cep,20.148145,77.711419,4.38,Cep
99 Aqr,23.434108,-20.642014,4.38,Aqr
Beta Scl,23.549512,-37.818268,4.38,Scl
Psi Phe,1.894102,-46.302669,4.39,Phe
HIP 17884,3.825357,65.525972,4.39,Cam
Phi-1 Ori,5.580344,9.489579,4.39,Ori
Chi-1 Ori,5.906386,20.276174,4.39,Ori
Epsilon Mon,6.396135,4.592865,4.39,Mon
HIP 39311,8.03776,2.334571,4.39,CMi
31 Leo,10.131742,9.997508,4.39,Leo
110 Vir,15.048344,2.091303,4.39,Vir
Iota Oph,16.900131,10.165359,4.39,Oph
Xi Oph,17.350101,-21.112933,4.39,Oph
Sham,19.668275,18.01389,4.39,Sge
Beta Sge,19.68415,17.476041,4.39,Sge
Theta Ind,21.331096,-53.449427,4.39,Ind
Eta And,0.953445,23.417648,4.4,And
Omicron Pup,7.801436,-25.937169,4.4,Pup
16 Pup,8.150455,-19.245014,4.4,Pup
Kappa Pav,18.949177,-67.233495,4.4,Pav
Delta Ind,21.965293,-54.992575,4.4,Ind
HIP 32761,6.830921,-53.622449,4.41,Car
Tau Gem,7.185659,30.245163,4.41,Gem
HIP 70300,14.383956,-39.511819,4.41,Cen
Maasym,17.512308,26.110645,4.41,Her
Nu Her,17.975041,30.189277,4.41,Her
Upsilon Cyg,21.298632,34.896898,4.41,Cyg
Pi Cep,23.131623,75.387496,4.41,Cep
Psi-2 Aqr,23.298393,-9.182513,4.41,Aqr
Gamma Scl,23.313733,-32.532027,4.41,Scl
Nu Ori,6.126201,14.768472,4.42,Ori
Nu-3 CMa,6.631506,-18.237478,4.42,CMa
HIP 34922,7.225637,-44.639739,4.42,Pup
27 CMa,7.237559,-26.352507,4.42,CMa
HIP 40326,8.234143,-40.34789,4.42,Pup
60 Leo,11.038827,20.179842,4.42,Leo
58 Hya,14.838147,-27.960371,4.42,Hya
Lambda Ser,15.77406,7.353073,4.42,Ser
68 Oph,18.029222,1.305076,4.42,Oph
Beta Lac,22.392675,52.229046,4.42,Lac
Alkarab,23.422993,23.404101,4.42,Peg
Pi Eri,3.769037,-12.101589,4.43,Eri
Keid,4.254537,-7.652871,4.43,Eri
7 Cam,4.95478,53.752101,4.43,Cam
Aladfar,19.229302,39.145968,4.43,Lyr
62 Sgr,20.044299,-27.709845,4.43,Sgr
39 Cyg,20.397671,32.190172,4.43,Cyg
Delta Del,20.724315,15.074581,4.43,Del
3 Aqr,20.795621,-5.027701,4.43,Aqr
7 Cet,0.244005,-18.932866,4.44,Cet
Delta Psc,0.811373,7.585079,4.44,Psc
Epsilon Ret,4.274738,-59.302156,4.44,Ret
Alpha Cae,4.676039,-41.863752,4.44,Cae
2 Lyn,6.327052,59.010964,4.44,Lyn
HIP 36795,7.567551,-22.296067,4.44,Pup
HIP 40091,8.189304,-39.618545,4.44,Pup
HIP 40706,8.309258,-36.659288,4.44,Pup
Sigma Lup,14.543629,-50.457157,4.44,Lup
Anser,19.478427,24.664905,4.44,Vul
Nu Psc,1.690526,5.487613,4.45,Psc
Beta For,2.818169,-32.405898,4.45,For
Iota Lep,5.204973,-11.869219,4.45,Lep
Xi Ori,6.198999,14.208765,4.45,Ori
Minchir,8.645955,3.341435,4.45,Hya
HIP 44191,9.001505,-41.253605,4.45,Vel
HIP 51849,10.59314,-57.557636,4.45,Car
Delta-2 Cha,10.763087,-80.540188,4.45,Cha
Phi Leo,11.277695,-3.651601,4.45,Leo
Omega Oph,16.535611,-21.46639,4.45,Oph
Tau Dra,19.259229,73.355468,4.45,Dra
Mu Aql,19.568153,7.378941,4.45,Aql
Iota Cas,2.484437,67.402474,4.46,Cas
32 Eri,3.904862,-2.95473,4.46,Eri
Rho Ori,5.221523,2.861265,4.46,Ori
15 UMa,9.147863,51.604648,4.46,UMa
Beta Crt,11.194302,-22.825847,4.46,Crt
HIP 59173,12.134788,-50.661278,4.46,Cen
Epsilon Nor,16.453067,-47.554786,4.46,Nor
Gamma PsA,22.875427,-32.875504,4.46,PsA
Tau-1 Eri,2.751715,-18.572563,4.47,Eri
HIP 15549,3.338989,29.048458,4.47,Ari
Pi-6 Ori,4.975806,1.714016,4.47,Ori
Lambda CMa,6.469503,-32.58007,4.47,CMa
13 Mon,6.548396,7.332965,4.47,Mon
HIP 38957,7.970678,-49.244912,4.47,Pup
HIP 44599,9.085785,-72.602705,4.47,Car
Kappa Leo,9.410906,26.182324,4.47,Leo
26 UMa,9.580405,52.051477,4.47,UMa
HIP 57803,11.852419,-45.17347,4.47,Cen
Sigma Boo,14.578,29.74513,4.47,Boo
16 Lib,14.953055,-4.346462,4.47,Lib
Delta Equ,21.241337,10.006981,4.47,Equ
Lambda Gru,22.101914,-39.543353,4.47,Gru
Omicron Cas,0.74542,48.284364,4.48,Cas
Gamma Ret,4.014946,-62.159284,4.48,Ret
71 Tau,4.439094,15.618265,4.48,Tau
18 Mon,6.79768,2.412159,4.48,Mon
Alpha Sex,10.1323,-0.371637,4.48,Sex
Gamma Cir,15.389625,-59.320787,4.48,Cir
Psi Oph,16.401718,-20.037327,4.48,Oph
Fumalsamakah,23.064615,3.820045,4.48,Psc
86 Aqr,23.111345,-23.743115,4.48,Aqr
48 Cas,2.032644,70.90702,4.49,Cas
Upsilon-1 Eri,4.55849,-29.766492,4.49,Eri
30 Gem,6.733137,13.228017,4.49,Gem
HIP 34834,7.20935,-46.759305,4.49,Pup
HIP 38455,7.877402,-38.862812,4.49,Pup
21 LMi,10.123821,35.244693,4.49,LMi
Pi-1 Boo,14.678768,16.418324,4.49,Boo
Theta Cyg,19.607372,50.221103,4.49,Cyg
24 Cap,21.118797,-25.005853,4.49,Cap
Mu-1 Cyg,21.73571,28.742632,4.49,Cyg
Lambda Psc,23.700779,1.780041,4.49,Psc
Omega-2 Aqr,23.712039,-14.544905,4.49,Aqr
Epsilon Tuc,23.998594,-65.577132,4.49,Tuc
Omega Ori,5.653096,4.121467,4.5,Ori
Gamma Pic,5.830451,-56.166663,4.5,Pic
HIP 43105,8.778487,-56.769776,4.5,Car
HIP 50676,10.348557,-56.04322,4.5,Vel
93 Leo,11.799762,20.218931,4.5,Leo
Tau Boo,13.78771,17.456906,4.5,Boo
23 Vul,20.262816,27.814242,4.5,Vul
Nu Aqr,21.159902,-11.371693,4.5,Aqr
36 Cap,21.478721,-21.80718,4.5,Cap
Mu PsA,22.139722,-32.988468,4.5,PsA
HIP 109754,22.231312,39.714927,4.5,Lac
11 Lac,22.675233,44.276305,4.5,Lac
Sigma And,0.305463,36.785224,4.51,And
Tau Psc,1.194342,30.089638,4.51,Psc
Tau Aur,5.819567,39.181071,4.51,Aur
Epsilon Ant,9.487423,-35.951335,4.51,Ant
HIP 47391,9.655839,-61.32806,4.51,Car
Iota Ser,15.692516,19.670401,4.51,Ser
Rho Dra,20.04696,67.873565,4.51,Dra
Eta Ind,20.733966,-51.920971,4.51,Ind
Epsilon Cap,21.618008,-19.466011,4.51,Cap
Delta Tuc,22.455531,-64.966354,4.51,Tuc
Rho Cas,23.906398,57.499382,4.51,Cas
Lilii Borea,2.79848,29.247118,4.52,Ari
HIP 65271,13.377211,-60.988393,4.52,Cen
HIP 65387,13.400128,-64.535668,4.52,Cen
Khambalia,14.318498,-13.371095,4.52,Vir
Psi Boo,15.074098,26.947649,4.52,Boo
Epsilon Tel,18.187157,-45.954418,4.52,Tel
Upsilon Sgr,19.362117,-15.955018,4.52,Sgr
HIP 102431,20.755878,57.579725,4.52,Cep
2 Peg,21.499137,23.638838,4.52,Peg
6 Lac,22.508128,43.123376,4.52,Lac
Beta-2 Tuc,0.525946,-62.965561,4.53,Tuc
Nu And,0.830234,41.078911,4.53,And
HIP 28413,6.00093,-3.074253,4.53,Ori
HIP 37096,7.622809,-34.96853,4.53,Pup
Kappa-2 Boo,14.224718,51.789965,4.53,Boo
HIP 85365,17.443856,-5.086596,4.53,Oph
3 Sgr,17.792674,-27.830788,4.53,Sgr
Lambda Cyg,20.790149,36.490717,4.53,Cyg
7 And,23.20916,49.406207,4.53,And
16 Aur,5.302935,33.371613,4.54,Aur
Xi-2 CMa,6.584274,-22.964793,4.54,CMa
Tau-2 Hya,9.533036,-1.184664,4.54,Hya
10 LMi,9.570384,36.397558,4.54,LMi
24 UMa,9.574703,69.830343,4.54,UMa
Xi Boo,14.856493,19.10046,4.54,Boo
Iota-1 Lib,15.203692,-19.79171,4.54,Lib
Phi-2 Lup,15.385931,-36.858489,4.54,Lup
59 Sgr,19.94912,-27.169899,4.54,Sgr
55 Peg,23.116739,9.409492,4.54,Peg
70 Peg,23.485915,12.760554,4.54,Peg
2 Cet,0.06233,-17.335988,4.55,Cet
HIP 16281,3.49854,58.87875,4.55,Cam
Gamma-1 Cae,5.07344,-35.482978,4.55,Cae
HIP 33694,7.001081,76.977408,4.55,Cam
6 CMi,7.496606,12.006564,4.55,CMi
Phi UMa,9.868433,54.064332,4.55,UMa
HIP 76371,15.598126,-44.958389,4.55,Lup
Omicron Sco,16.343939,-24.16932,4.55,Sco
HIP 88839,18.134716,-28.457093,4.55,Sgr
11 Cep,21.698652,71.311417,4.55,Cep
2 Lac,22.350428,46.536569,4.55,Lac
4 Lac,22.408609,49.476392,4.55,Lac
17 Per,2.858566,35.059741,4.56,Per
Delta Ret,3.979095,-61.400185,4.56,Ret
136 Tau,5.88879,27.612262,4.56,Tau
HIP 44700,9.108825,38.452215,4.56,Lyn
72 Leo,11.253397,23.095502,4.56,Leo
Tau-1 Lup,14.435619,-45.221424,4.56,Lup
Sigma Ara,17.594332,-46.505684,4.56,Ara
31 Vul,20.868801,27.096979,4.56,Vul
63 Cyg,21.110026,47.648403,4.56,Cyg
HIP 16870,3.618244,-40.274545,4.57,Eri
Cujam,16.423598,14.03327,4.57,Her
Rho Oph,16.426422,-23.447178,4.57,Oph
Dziban,17.698978,72.148843,4.57,Dra
113 Her,18.912468,22.645076,4.57,Her
Delta CrA,19.139156,-40.496703,4.57,CrA
13 Vul,19.891026,24.079614,4.57,Vul
42 Ori,5.589768,-4.838358,4.58,Ori
HIP 48374,9.861298,-46.54762,4.58,Vel
HIP 52468,10.725639,-60.566619,4.58,Car
HIP 64425,13.204892,-59.920579,4.58,Cen
10 Dra,13.857205,64.723272,4.58,Dra
13 Sco,16.205057,-27.926372,4.58,Sco
Mu Oph,17.630754,-8.118771,4.58,Oph
Salm,23.343956,23.740337,4.58,Peg
Mu Phe,0.688766,-46.085007,4.59,Phe
HIP 17351,3.713908,-37.313518,4.59,Eri
Gamma Cam,3.839302,71.332266,4.59,Cam
Psi-2 Ori,5.447286,3.095674,4.59,Ori
Pi-2 UMa,8.67024,64.327936,4.59,UMa
Tau-1 Hya,9.485805,-2.768964,4.59,Hya
HIP 50555,10.326877,-55.029305,4.59,Vel
HIP 54751,11.210005,-60.317625,4.59,Car
Delta CrB,15.82657,26.068394,4.59,CrB
2 Sco,15.893533,-25.327142,4.59,Sco
Epsilon-2 Lyr,18.739661,39.612721,4.59,Lyr
52 Sgr,19.611786,-24.883623,4.59,Sgr
Delta Scl,23.815427,-28.130268,4.59,Scl
HIP 20070,4.304056,50.295502,4.6,Per
Upsilon-2 Hya,10.085408,-13.064626,4.6,Hya
Iota Ant,10.945289,-37.137765,4.6,Ant
Omicron Boo,14.754017,16.96428,4.6,Boo
HIP 75501,15.422285,-38.73362,4.6,Lup
Chi Her,15.877903,42.451518,4.6,Her
Pi Dra,19.344467,65.714531,4.6,Dra
33 Psc,0.088928,-5.707618,4.61,Psc
Theta And,0.284863,38.681636,4.61,And
Xi Psc,1.892597,3.187536,4.61,Psc
Omega Per,3.188163,39.611582,4.61,Per
21 Lyn,7.445237,49.211527,4.61,Lyn
HIP 39095,7.997792,-18.399228,4.61,Pup
37 Lib,15.569638,-10.064529,4.61,Lib
47 Cyg,20.565052,35.250852,4.61,Cyg
Castula,0.944432,59.181056,4.62,Cas
Tau-9 Eri,3.998745,-24.016215,4.62,Eri
Iota Tau,5.051596,21.589962,4.62,Tau
Upsilon Ori,5.532183,-7.301537,4.62,Ori
Kappa Pyx,9.134133,-25.858536,4.62,Pyx
Chi Leo,11.083619,7.336007,4.62,Leo
HIP 54301,11.109015,-62.424113,4.62,Car
HIP 56480,11.579355,-54.264091,4.62,Cen
HIP 62327,12.772981,-56.488815,4.62,Cru
Lambda Cru,12.910889,-59.146701,4.62,Cru
Upsilon Oph,16.463385,-8.371731,4.62,Oph
Zeta Ser,18.008058,-3.690269,4.62,Ser
Theta CrA,18.558383,-42.31251,4.62,CrA
Alya,18.936995,4.203595,4.62,Ser
Epsilon Ari,2.986868,21.340429,4.63,Ari
1 Pup,7.725663,-28.410885,4.63,Pup
HIP 38500,7.884344,-49.613044,4.63,Pup
HIP 42835,8.727882,-7.23373,4.63,Hya
HIP 45448,9.262522,-37.413144,4.63,Vel
HIP 61789,12.664594,-39.987302,4.63,Cen
83 UMa,13.678967,54.681634,4.63,UMa
HIP 73199,14.959743,65.93246,4.63,UMi
1 Sco,15.849652,-25.751295,4.63,Sco
Iota-1 Nor,16.058931,-57.775064,4.63,Nor
Nu Pav,18.522896,-62.278302,4.63,Pav
Omicron Dra,18.853348,59.388351,4.63,Dra
Psi Peg,23.962647,25.141401,4.63,Peg
Tau-8 Eri,3.895195,-24.61223,4.64,Eri
Pi-1 Ori,4.914924,10.150833,4.64,Ori
Chi-2 Ori,6.065329,20.138452,4.64,Ori
HIP 67234,13.777604,-51.432766,4.64,Cen
Zeta-1 CrB,15.656299,36.635812,4.64,CrB
HIP 76829,15.686505,-44.661205,4.64,Lup
20 Oph,16.830563,-10.783,4.64,Oph
69 Her,17.294517,37.291498,4.64,Her
71 Oph,18.121767,8.733867,4.64,Oph
Nu Aql,19.441969,0.33857,4.64,Aql
Zeta Del,20.588482,14.674213,4.64,Del
9 Lac,22.622899,51.545123,4.64,Lac
3 And,23.069702,50.052091,4.64,And
35 Ari,2.724198,27.707146,4.65,Ari
Rho Tau,4.564143,14.844424,4.65,Tau
11 Ori,5.076153,15.404105,4.65,Ori
HIP 27890,5.901658,-63.089627,4.65,Dor
HIP 35363,7.30511,-36.733962,4.65,Pup
HIP 36514,7.511834,-30.962281,4.65,Pup
HIP 36917,7.589694,-28.369323,4.65,Pup
HIP 51192,10.456798,-57.638805,4.65,Car
Pi Vir,12.014553,6.614322,4.65,Vir
Eta Nor,16.053579,-49.229695,4.65,Nor
HYG 118632,9.511764,-40.465622,4.65,Vel
Chi Psc,1.190894,21.03465,4.66,Psc
Chi Cet,1.826418,-10.68641,4.66,Cet
15 Mon,6.682961,9.895754,4.66,Mon
Pi CMa,6.927064,-20.136497,4.66,CMa
HIP 35205,7.276387,-27.881179,4.66,CMa
Asellus Borealis,8.721431,21.468501,4.66,Cnc
HIP 44626,9.093994,-70.538497,4.66,Car
Omega UMa,10.899648,43.189956,4.66,UMa
Chi Vir,12.654102,-7.995564,4.66,Vir
HIP 62012,12.709858,-48.813109,4.66,Cen
Psi-1 Lup,15.662772,-34.411926,4.66,Lup
Gamma-1 Sgr,18.083674,-29.580087,4.66,Sgr
HIP 89678,18.300886,-27.042641,4.66,Sgr
